error rates : 124
original, flowids, expected
54 -188480837 4
54 651200413 20
54 -1477873290 20
54 1494393721 10
54 1230350344 12
54 -425369744 6
54 -1972685743 2
54 -1181971090 44
54 -1833178629 18
54 90502826 54
54 -593050037 6
54 -122366001 34
54 873682815 20
54 1348914101 4
54 324021248 2
54 76208748 6
54 148443447 4
54 -1998389178 4
54 -1255809462 8
54 569238829 2
54 -691612101 4
53 -856526520 48
53 -228396850 10
53 1827960302 17
53 1179783051 27
53 1551256178 15
53 1900235801 10
53 922948237 16
53 -794016239 41
53 -539246082 4
53 303215847 14
53 -1318929394 4
53 -27397507 18
53 -79326228 20
53 104043047 34
53 -925572679 2
53 -1686831218 20
53 -317872987 4
53 -1727489602 2
53 -291005151 16
53 1793402187 20
53 -1213175446 3
53 769042744 20
52 -237436061 18
52 -2049378560 8
52 -30143380 36
52 517384870 12
52 -1895032895 20
52 -455722007 15
52 -2059733466 7
52 -415020042 28
52 1887182690 2
52 638767695 2
52 488571953 4
52 1649809683 15
52 -1475070582 20
52 1664841560 9
52 837801024 45
52 -1640184463 20
52 -2140069590 42
52 -2040811720 10
52 -1389677994 4
52 129407632 2
52 -1356061304 4
52 -53566706 4
52 1138016369 52
52 300119701 4
52 2090871695 2
52 -1023790306 8
52 327276577 52
52 -841764636 4
52 140108514 8
52 -1948067951 29
52 -2051506022 20
52 1780966880 15
52 -170734154 24
52 1101413847 50
52 -1272207099 3
52 875293927 50
52 1381369866 2
52 -723406448 8
52 1483994513 8
52 -1279925502 50
52 782047181 2
52 -1400629649 20
52 287117447 4
52 133926026 20
52 1925716501 12
52 -1885359135 52
52 -1151648367 4
51 -2034001045 15
51 -2021017670 11
51 -249134255 36
51 1569403867 2
51 58185550 39
51 -536444704 22
51 -1927770321 3
51 -279327011 41
51 -982880545 48
51 -310328596 3
51 -931530798 38
51 -16297946 7
51 -2093920806 2
51 -1499454514 4
51 1224568835 37
51 -644843195 6
51 1951512810 49
51 -137184833 2
51 320597852 39
51 111584500 2
51 1281425893 37
51 215491156 6
51 -1655409377 20
51 712304856 6
51 -11128849 24
51 -1142121936 3
51 -348953904 20
51 856315051 9
51 -639888442 2
51 1953170059 12
51 -861618475 4
51 602740496 38
51 1714250978 2
51 1318542145 4
51 -431106068 20
50 -2145604447 32
50 -139909024 4
50 1311997107 10
50 -1771022834 7
50 -2050132277 42
50 -485514706 38
50 48979887 8
50 264345622 16
50 -1772267627 20
50 1257721898 6
50 1924230107 7
50 726206064 12
50 -911563136 14
50 -391810067 9
50 976586396 48
50 1260601179 6
50 -1372132451 6
50 904933939 16
50 1945566326 17
50 -1561588430 42
50 -1603224932 48
50 -712944175 8
50 -785621119 20
50 2046669850 9
50 -1201131505 10
50 -727737290 6
50 -682856619 2
50 -848330897 40
50 -1202610486 28
50 -1270516203 36
50 1396845418 2
50 -1037471245 8
50 -1418412995 2
50 -1926752555 2
50 114794335 50
50 -870012855 25
50 -1560445229 4
50 -609972541 2
50 1056387430 20
50 -1513433296 36
50 -1469809151 10
50 1122148254 2
50 -1456952108 2
50 370850101 48
50 1965833999 46
50 -1269658159 28
50 -708396354 28
50 -2087643831 2
50 1497647495 20
50 1378163419 2
50 86915461 2
50 1228192214 24
49 -1417945844 44
49 -1884284933 14
49 626534405 9
49 -2005452045 45
49 839066349 2
49 645578509 35
49 596322746 20
49 -1851488650 2
49 -768618825 41
49 1777515373 30
49 -1218063932 2
49 -1701602681 8
49 282500349 2
49 744515013 12
49 1917059589 4
49 1236240606 2
49 -2022772147 20
49 -232820526 2
49 967759893 2
48 1017729220 32
48 -865542205 39
48 422514486 20
48 376608021 48
48 1479570221 36
48 902656092 2
48 -2099618003 20
48 1389005093 5
48 -1423226700 48
48 -1225525511 27
48 -1838468553 3
48 -309347581 13
48 510114957 10
48 -1748017645 48
48 1842710954 4
48 40949892 34
48 1497634506 2
48 1828042239 2
48 1416273464 48
48 -1968283042 30
48 573934805 42
48 -1766177347 48
48 2411309 6
48 137178059 2
48 1582867517 3
48 -1315584765 4
48 897966908 4
48 861921909 2
48 -1512973397 46
48 -621375572 28
48 -1394059715 2
48 876895719 48
48 746513691 45
48 679453917 4
48 -640991882 44
48 875548348 12
48 -934792235 2
48 1650270077 22
48 1533714573 8
47 1523927399 12
47 -1083357104 20
47 1586747506 45
47 -824970214 7
47 465826784 5
47 1434758644 9
47 -2094029407 2
47 -1844291406 10
47 1444143532 3
47 823251951 28
47 465346572 13
47 -546722475 2
47 1379589519 47
47 -937835270 20
47 1757152903 4
47 -743956718 4
47 26556549 33
47 -111899970 8
47 -1195109348 2
47 -286429549 13
47 -429078398 8
47 -1701186070 34
47 -476542894 6
47 -81602133 14
47 312206661 2
47 -975354154 20
47 108806452 2
47 1675767824 2
47 1487015352 44
47 -1622143345 40
47 1280122348 20
47 1298821998 14
47 1362931260 8
47 -1134361043 20
46 1197380942 38
46 -557475649 36
46 -1738113560 2
46 -742453682 19
46 -1721571715 26
46 150210504 40
46 -905319684 4
46 1809214309 12
46 496522106 2
46 -1354355676 24
46 1148721265 15
46 1702889262 46
46 342931469 34
46 -991953121 4
46 -53226680 6
46 2070904780 18
46 1896288465 22
46 -817343969 40
46 1339634830 2
46 -1779494716 32
46 1783944088 3
46 771853618 4
46 -2096323869 6
46 318621190 6
46 -1419624142 24
46 -844343448 20
46 -1020615889 2
46 2051482329 3
46 1592598301 28
46 -306148738 2
46 47591268 46
46 1480577731 36
45 180700 5
45 -371204304 14
45 -143458435 2
45 427791513 4
45 -333382191 45
45 -1086619590 9
45 1868716346 19
45 119117461 21
45 -1406211742 45
45 -2108274237 2
45 -680074942 26
45 1901368747 35
45 1997437887 39
45 1569557807 16
45 -76281238 8
45 -933921514 40
45 1983983006 4
45 -971796299 5
45 460547557 20
45 -612700338 12
45 -741164998 4
45 531289905 20
45 686148736 5
45 637483853 2
45 -840996264 2
45 -1642796305 14
45 422647213 20
45 -446308816 29
45 405379347 2
45 414353739 20
45 1741905344 32
45 535351760 4
45 391940669 20
45 -802815961 10
45 1740062987 2
45 1527245712 4
45 1255640979 18
44 686791117 26
44 -1098675897 2
44 -2117157286 5
44 -1254329490 42
44 1178772446 17
44 -1729518357 20
44 -1099088468 32
44 526970203 9
44 1472901582 10
44 1599619748 4
44 -961125048 20
44 -1312764812 16
44 1435484662 20
44 -437249358 20
44 830741046 18
44 -560089596 42
44 -228214297 44
44 -1885401959 22
44 1091538420 20
44 590665310 4
44 -1523351833 3
44 11239395 6
44 -1255644484 6
44 1606230144 20
44 1148005371 2
44 175011765 4
44 1062020525 4
44 -709289194 4
44 -1255569936 14
44 150026422 40
44 -406990416 9
44 -1560164346 12
44 -668564755 37
44 278637051 20
44 325476430 32
44 84670278 2
44 2056626818 6
44 -1385113358 20
44 -1114597218 44
44 931591899 8
44 -375083318 2
44 940075364 44
44 -1168019778 2
44 -421577139 2
44 1217060899 14
44 -673704402 3
44 98107397 6
44 962417479 2
44 -1281108010 40
44 -439522280 34
44 -1391993947 2
44 1656689463 20
44 -697295468 2
44 1712726231 2
44 -187057484 18
43 681979370 21
43 146053731 9
43 806310546 8
43 -1172193263 39
43 574759914 23
43 -1727869134 9
43 -1821636987 14
43 380159305 22
43 2106046931 43
43 859123311 10
43 -985794601 7
43 1177242955 27
43 1575185461 13
43 1000262891 20
43 -434670274 20
43 651809113 32
43 2142569178 41
43 -1238492609 2
43 409207874 5
43 -1992781865 9
43 -2068585523 20
43 1012878125 14
43 66476105 4
43 -1313683997 4
43 -1530955113 9
43 239599593 4
43 -788753098 4
43 1821745709 23
43 -275707419 18
43 2143813562 9
43 -735764681 2
43 1034282787 4
43 -262873603 12
43 -873886085 3
43 789462751 2
43 -270793713 4
43 -856513301 6
43 -632031849 11
43 -1901281363 2
43 1798174162 2
43 -1354060898 2
43 -1222393525 2
43 937988307 9
43 67241971 2
43 487377342 12
43 -1691633491 32
43 -1902844819 20
43 -867515862 32
43 -3172037 2
42 -1607257763 14
42 1028677814 4
42 -2016933755 22
42 118062533 18
42 997640356 2
42 929186653 42
42 -334532430 4
42 2073110674 6
42 1408927202 16
42 -1741344486 16
42 2024397478 2
42 -1021724928 10
42 1566047145 10
42 -1590371500 20
42 -1688707939 4
42 -1450375418 8
42 59066366 12
42 -900198127 28
42 -482636388 40
42 -161868710 20
42 -517632850 2
42 198558966 20
42 2046656800 38
42 369204936 2
42 10079998 20
42 1811605601 8
42 -175754874 2
42 2120980806 8
42 917451075 20
42 -257610253 36
42 447313725 20
42 1339640395 26
42 160588890 20
42 -111568291 20
42 -1154549714 2
42 -1794789849 12
42 1901444911 4
42 -1450192506 2
41 -2019760656 15
41 -184119516 21
41 -1083808776 2
41 753311374 30
41 -1398946758 39
41 -1794522680 41
41 -318861776 9
41 -1819181400 15
41 596345558 18
41 886793118 4
41 -1898518181 5
41 -909573169 4
41 -1114961028 20
41 1681984466 3
41 -2036024105 20
41 307888190 8
41 219114198 7
41 1420925990 2
41 -290754217 2
40 -318154920 20
40 1744448909 7
40 1831217640 40
40 10916234 4
40 1553048476 35
40 -2040284877 21
40 -327697183 4
40 2101505166 6
40 496167108 38
40 -1297165962 5
40 -1346761014 12
40 -1755392915 18
40 -764373028 6
40 1670054624 4
40 773243248 24
40 -1297564538 15
40 140051502 34
40 550270130 8
40 -1344502190 20
40 -594044115 36
40 278172904 4
40 -539009821 16
40 -1896169766 22
40 -629230712 26
40 1058217637 11
40 110972152 2
40 -1712004919 6
40 -2015210635 3
40 -140989453 4
40 1740279493 6
40 870804458 14
40 1737800759 20
40 -578708104 2
40 -1900579787 16
40 1445610201 20
40 -2140571776 2
40 -427620608 20
40 518898781 2
40 701376906 26
40 386041346 4
40 -138339531 2
40 467379872 20
40 -125871419 4
40 1310484437 20
40 367716151 20
40 -2011704342 12
40 1537558754 24
40 900925772 2
40 508311708 4
40 859264101 40
40 -2132435204 20
40 -341867362 16
40 1919592805 2
40 439565176 20
40 2126253560 12
40 -1594036858 2
39 975695085 22
39 -1505123440 30
39 1891272447 4
39 1973706770 30
39 -929792771 37
39 78884487 4
39 1741364598 33
39 -1781127882 24
39 -747474937 7
39 148753319 21
39 -1821783316 14
39 -1029717095 4
39 829715 37
39 -1980415169 7
39 1275600720 7
39 -1586454663 9
39 566079887 35
39 -2080971892 9
39 1927640707 20
39 1364834672 17
39 1485207546 2
39 405528514 4
39 1199716812 5
39 1902550586 10
39 1083900181 9
39 -1996326178 8
39 -1335951715 20
39 -182021133 4
39 1007311217 10
39 1001378963 7
39 1846978306 8
39 1712308937 20
39 832774464 12
39 2100149263 2
39 -616219015 35
39 1353802453 34
39 -1903632074 9
39 1970510118 2
39 -1509708716 6
39 -1117432353 32
39 -2052872918 4
39 -999293004 34
39 917828965 6
39 -576289740 10
39 594210083 18
39 1581484706 20
39 797406002 2
39 -58117184 2
39 29248347 2
38 -513189089 11
38 -399601041 16
38 -302222886 38
38 248267201 20
38 353039325 13
38 -770732734 2
38 1264368529 4
38 -508260369 32
38 1894411067 4
38 1978611461 36
38 81011739 4
38 -184718680 24
38 -1531874177 20
38 -1676728630 20
38 1570758445 12
38 762486852 9
38 -630512971 8
38 -1603809667 2
38 1160151 4
38 -385295387 21
38 1518610129 4
38 -1614055302 4
38 899211963 5
38 690127341 12
38 2051620399 18
38 427752841 14
38 539637736 4
38 -32503929 12
38 1056921195 17
38 -390144614 5
38 256148125 8
38 278510172 20
38 -1611658468 10
38 -2088889545 6
38 -1570055317 20
38 -1059958999 5
38 1656788731 7
38 2115177657 9
38 -1012764691 6
38 -410561722 6
38 -90761243 2
38 1990765446 20
38 1772841557 20
38 2042007197 20
38 2098603932 7
38 882906678 8
38 -1356697188 6
38 -1388712113 18
38 -1529382034 22
38 330368677 2
38 1851957869 4
38 -906980175 2
38 -1242767648 6
38 -968340480 2
38 -1914321102 12
38 393843244 36
38 1789941092 4
38 887344575 32
38 -1653486336 2
38 625682369 2
38 618599351 20
38 1198445065 20
38 1227574873 11
38 2054261631 33
38 -1573581649 2
38 -1149201761 38
38 636068336 10
38 -658830620 32
38 -1421436310 2
38 680245267 4
38 1279960438 2
37 1180256952 18
37 2121475702 13
37 916513751 6
37 846310766 14
37 -1990465871 17
37 -2132236477 14
37 1024370415 27
37 -206690875 28
37 960493485 19
37 1702395110 9
37 2132163533 2
37 1033754526 9
37 -221155483 11
37 -1334035515 2
37 1360521489 7
37 1994351164 12
37 -705222109 33
37 -877447110 8
37 992123015 3
37 -456257592 19
37 -1918013772 2
37 724585542 3
37 -1543153509 19
37 472068198 20
37 -1005140548 20
37 -670030083 26
37 -1494126718 3
37 -1051565747 28
37 1207224198 37
37 -1496980301 5
37 874096702 31
37 -1986857414 8
37 1093111500 2
37 -2059928987 6
37 -1939044374 4
37 852192301 37
37 1823667233 3
37 855378844 20
37 -2052483944 32
37 281875101 6
37 1000054947 5
37 -1313075814 2
37 -895731493 20
37 -2141318524 2
37 1070804677 8
37 -1347655081 8
37 1426370637 8
37 -1161159311 20
37 63801789 2
37 -1638905308 32
37 1760678331 2
36 441656044 14
36 -1173016455 4
36 -470141487 10
36 966611692 4
36 -1167342391 20
36 301256612 9
36 -335360892 29
36 2013388195 20
36 -1596366145 4
36 -925708128 4
36 -2068460456 12
36 -1227164113 14
36 -1553588899 2
36 665802076 36
36 1344066503 20
36 2052175267 12
36 465635340 2
36 1810068987 24
36 1296189730 34
36 -1050347594 36
36 336216060 2
36 1014772791 4
36 -1824521575 10
36 -1339613347 8
36 -2090760492 36
36 -1837678401 16
36 1489035692 20
36 -1266990465 10
36 -457436931 34
36 254545870 16
36 255472947 20
36 -279303897 16
36 -1213782625 2
36 751854766 24
36 332267572 10
36 -1307750771 8
36 -1176070348 2
36 625708223 20
36 1598883796 22
36 1788595803 4
36 -2065224262 2
36 4399533 20
36 -1429298547 4
36 310002082 36
36 -692039440 32
36 -2044583966 20
36 971230719 2
36 843488588 3
35 -1371172981 6
35 1911398048 32
35 -1516853536 21
35 777339084 20
35 1331366380 10
35 746292341 4
35 -650498837 25
35 -2121954746 15
35 647180279 33
35 -1193477533 28
35 1828578130 24
35 613330759 23
35 715464012 5
35 -584170847 35
35 1210868092 3
35 -2029108273 20
35 1053885387 18
35 -485753129 2
35 -691302573 25
35 -1951462933 3
35 -1383061533 4
35 -1877754753 2
35 631163161 6
35 -1982541776 6
35 1564009706 31
35 2120658437 5
35 -1972251285 10
35 -572924113 2
35 1592420828 7
35 1897409605 10
35 -503359096 5
35 -1001274877 2
35 -1006164637 6
35 -1991134676 8
35 1035931385 24
35 1968653736 35
35 -1867031221 15
35 -567213416 10
35 -1046841686 20
35 -959865381 20
35 678058486 4
35 -885665194 20
35 2038018621 2
35 830850973 10
34 1964943212 11
34 1062284795 34
34 -835021987 6
34 960758128 34
34 -65999975 11
34 2011490401 29
34 2002109211 2
34 748674816 12
34 -247226094 10
34 -987943886 20
34 -1946642260 9
34 -1780890445 3
34 788946012 14
34 -1057268132 2
34 -1116828341 7
34 1402308913 24
34 -586127140 12
34 1225587709 9
34 1322030810 4
34 1223152333 12
34 -2127001787 2
34 905998490 4
34 1261493493 2
34 1966528682 25
34 827616882 4
34 -681066991 3
34 -654205650 20
34 -232869085 20
34 -2132351730 6
34 -414147848 12
34 -1811571730 20
34 -490057972 2
34 -461750170 5
34 443373986 14
34 -1678489131 4
34 -5669391 7
34 -40449866 10
34 -399047790 2
34 696979967 34
34 -2091184356 8
34 1633808714 20
34 1766345948 26
34 -143316700 2
34 -671769858 2
34 -854695979 12
34 2120721358 34
34 -1832128547 6
34 1996887381 24
34 -1287594009 4
34 -1520932388 4
34 -992983442 2
34 -122763327 17
34 -1949897127 20
34 1819754550 20
34 2782589 18
34 1438834064 8
34 1803601790 4
34 1963920223 12
34 -1207010934 12
33 232200573 23
33 -156825076 31
33 -821216519 17
33 -1582057301 20
33 1175724700 15
33 1650249774 27
33 1824326316 4
33 1380271520 30
33 600396078 16
33 863926319 5
33 -2140763715 13
33 -221354102 27
33 -988646975 7
33 -1632164870 4
33 -1173594079 33
33 1584976685 9
33 521065029 9
33 -2101143998 27
33 -2104511006 14
33 1226265726 6
33 749719790 2
33 -1845143568 10
33 -1601894914 9
33 1214999118 6
33 140210297 18
33 -1189700507 17
33 151250176 3
33 971632698 7
33 -1405833730 8
33 -989443601 4
33 -1097162145 5
33 1562475765 4
33 -1286462940 20
33 242906801 9
33 -1857679102 5
33 -1863730194 20
33 -10467918 2
33 -803566882 12
33 -227083678 7
33 1405266464 14
33 -2014824339 31
33 1528875706 6
33 -2052579634 20
33 552350946 20
33 -925985077 6
33 -529802595 8
33 243570694 31
33 -538855778 4
33 -931917639 9
33 -1727430204 2
33 751224661 20
33 892534807 20
33 315954750 2
33 1843752194 2
33 -295061895 20
33 -1967095510 2
33 -27232214 2
33 -1072154477 14
33 2095317185 26
33 -2071636561 2
33 2039893659 20
33 -1388144374 6
32 -2043354222 16
32 -1845210150 8
32 1628308860 32
32 -998052917 2
32 874056994 29
32 -1464632131 20
32 1670170078 12
32 -1974828662 4
32 1708838638 2
32 -987292549 14
32 -300987217 16
32 -919775604 8
32 -1829121768 21
32 279724952 19
32 1666170956 8
32 -1569067624 7
32 1038574348 2
32 1818119478 9
32 330141603 8
32 -2114329448 9
32 -1083559167 20
32 -1581480126 20
32 709414035 4
32 199862640 7
32 935381366 4
32 1085094944 2
32 -1856062708 20
32 1326161576 4
32 388071080 4
32 -1354051309 32
32 1847866916 16
32 1530401749 20
32 -566778569 28
32 1488610965 4
32 -34391157 28
32 208792207 2
32 -942794786 12
32 1754762452 18
32 -1693336555 6
32 167885147 12
32 1536316642 4
32 1410151254 4
32 622021958 2
32 -1841329071 20
32 -844876963 2
32 -1485713546 8
32 -1327349328 12
32 -265935117 2
32 773820058 3
32 628078791 2
32 -1967004507 30
32 2147140707 20
32 523004154 32
32 -1510386912 23
32 -678054954 28
32 -1995008470 6
32 -1067016536 20
32 1951340933 8
32 665098331 6
32 -1686790339 6
32 -698842106 20
32 1674046214 32
32 -1728677338 2
32 948150582 12
32 321382767 18
32 1196090081 2
32 1037361688 4
32 -1956005496 20
32 867778686 28
32 372513478 20
32 -1824500 20
32 -971210623 10
32 -117356214 2
32 1816088959 2
32 -2107925606 6
32 1886339655 24
32 137496222 20
32 -1278179405 14
32 -1220567095 2
32 -1771273091 6
31 -942760237 8
31 -1008893876 15
31 -1538952549 4
31 1181193272 3
31 547407323 31
31 2118081222 24
31 818089466 24
31 -1130181739 11
31 1792116269 12
31 -632356867 13
31 1567354370 5
31 2055628432 21
31 -1384555804 2
31 1991561195 12
31 634143439 31
31 -525857964 2
31 1714013775 21
31 1357391659 14
31 -1089773005 13
31 -1467402657 18
31 -874374057 20
31 -585354235 20
31 -24366029 7
31 -584088932 5
31 -916906554 18
31 -935035217 20
31 -1825119112 3
31 206292200 3
31 1746949069 5
31 -1350441060 9
31 601950131 5
31 422816301 8
31 1232010674 5
31 -1308724155 5
31 1094167216 8
31 -455972588 5
31 1649262506 2
31 -2032754173 3
31 444979401 17
31 1731488581 8
31 1188992912 2
31 494948020 2
31 1860582819 8
31 410280141 4
31 -1901453997 2
31 591859340 9
31 -906354036 6
31 -968689066 2
31 601284900 16
31 213614954 11
31 -254236468 26
31 -1632270682 26
31 2054937451 2
31 1729398313 2
31 310373413 8
31 -1616915436 3
31 620914744 4
31 -821001458 4
31 -2074374075 4
31 -1299446356 3
31 1774864601 6
31 -1355764272 2
31 664111955 5
31 -1411704900 8
31 318501881 28
31 2068470396 2
31 -804569321 2
31 -921538345 2
31 -673920842 20
30 1999599353 8
30 -931756487 24
30 1975440804 10
30 41666160 28
30 1629676210 25
30 1067283865 20
30 -640843427 10
30 -61013960 10
30 1158101531 10
30 708440549 22
30 -1638235993 10
30 -1476550281 6
30 -2022331924 6
30 -1117159782 13
30 -1251824832 9
30 -1431963605 2
30 239231770 20
30 -1516259702 3
30 -2020490976 21
30 -946018175 26
30 -980853237 26
30 -41150174 3
30 771957542 4
30 -1449257911 4
30 -873102300 16
30 407777723 2
30 728990056 10
30 1456083799 2
30 1776537611 4
30 -749553844 8
30 1596548394 3
30 -419114733 20
30 1600794007 10
30 253584433 6
30 -1470172121 12
30 -1703279311 2
30 301914772 2
30 -1970581462 6
30 -231481297 4
30 -356334437 2
30 -2134472828 4
30 1892196541 24
30 1888772372 2
30 1922186905 10
30 869272997 2
30 -1398174659 2
30 -2089351614 20
30 309236001 24
30 -207236363 20
30 91004498 24
30 1687081584 10
30 704156109 20
30 1247346770 6
30 414844145 2
30 1126346249 20
30 -1798635787 20
30 -1046366433 4
30 253389881 10
30 2116423945 4
30 -1088771903 20
30 -650578402 2
30 -1739764316 14
30 -918802133 8
30 1714824519 16
30 1848187918 2
30 1020945124 14
30 14718685 6
30 143722220 20
30 670286984 2
30 441857454 20
30 -1229285554 20
30 30323405 4
30 432115969 2
30 1235900938 26
30 -1319600460 22
30 59842614 20
30 -1698984780 2
30 1691275939 6
30 1098570700 30
30 611697450 20
30 -510129684 6
30 1874473769 4
30 1840574506 8
29 -893764185 9
29 386749009 23
29 -1773228635 16
29 -99624808 15
29 -770819044 20
29 -1116138008 7
29 -1534860971 13
29 -1734320110 9
29 1432255876 25
29 -955161720 15
29 1129617455 19
29 302971244 2
29 -390135133 21
29 -174822547 4
29 1709164662 7
29 1501000897 20
29 -268849251 6
29 2032696359 9
29 579505398 5
29 100189745 9
29 545082572 3
29 734186101 5
29 -1928110464 2
29 71247779 9
29 116185344 23
29 -252218880 4
29 -210475888 2
29 1594336948 2
29 1781191377 6
29 -1434555829 2
29 -1989942877 24
29 2094875273 20
29 16861228 2
29 -1347930664 6
29 -1953214189 10
29 -1919430088 8
29 -526555621 4
29 -2040618320 21
29 1515907363 20
29 -201453493 2
29 -411263499 4
29 -996373247 2
29 261372014 2
29 1628593566 20
29 -1663087379 2
29 1221682851 23
28 -892775580 22
28 979120056 22
28 -571787002 4
28 -339764071 20
28 167908619 6
28 -277264623 4
28 -198164137 20
28 -1996341122 24
28 -1357086134 28
28 -47945035 12
28 483660520 24
28 -1025576535 26
28 -838302050 19
28 1973023134 20
28 -1559204778 16
28 -611876528 4
28 -1283233961 8
28 1967693757 20
28 -817258255 5
28 1723499726 6
28 1150202958 4
28 -679952600 18
28 1407928712 2
28 1730528492 4
28 410266217 2
28 -1001156924 28
28 -1038572599 24
28 -30908850 2
28 549376570 4
28 -536608411 8
28 1194865933 4
28 333615320 24
28 575981619 11
28 -39789451 12
28 -1888227061 20
28 303920185 2
28 625611821 20
28 2068944891 8
28 -1525669133 2
28 157192332 8
28 468641969 20
28 -541663594 4
28 1079829674 9
28 -1525608838 8
28 -578523590 20
28 -1717333560 10
28 1224893240 20
28 447332958 20
28 1548948445 4
28 -1173318402 8
28 1192005527 2
28 1351123564 20
28 -1739741599 2
28 456161434 8
28 1721906507 20
28 308633833 28
28 -1706074323 2
28 -1826073224 2
28 1546618892 8
28 1200992239 4
28 835746610 20
28 2140291482 28
28 28589646 4
28 632752146 20
28 187095865 4
28 1404704812 20
28 -1459383255 20
28 -1342678712 8
28 -1878531749 2
28 -511354933 16
28 -489611735 2
28 561710811 16
28 1126761819 4
28 -854584795 2
28 1137201023 13
28 1742478981 26
28 2059983547 8
28 -1106023678 20
28 952820106 20
28 434234591 20
28 928110096 20
28 578162463 4
28 204921779 20
28 -1863370930 8
28 1206432781 8
28 885969245 2
28 -1851035739 2
28 1444364768 2
28 1421349787 28
28 1338649006 24
28 193434134 2
28 -1120128767 4
28 -1795036101 4
28 -387861249 20
28 1090228995 3
28 374689198 2
28 1928108048 6
28 260461474 8
28 1253194349 20
28 971956478 8
28 -549694652 20
28 -562380571 20
28 1414299277 4
27 -1491373504 15
27 -1650360211 23
27 -805215388 27
27 -853564943 27
27 2131134982 16
27 425462085 15
27 -2036360454 17
27 -596446556 3
27 821008089 16
27 -990578480 7
27 315747263 27
27 -1160220223 27
27 -1979953949 6
27 -1093024673 7
27 335271926 2
27 1541867615 19
27 1519335902 11
27 -1845701327 17
27 250041637 8
27 -826814733 15
27 -110684835 4
27 1349726809 5
27 1780028633 2
27 228032839 27
27 -722946695 10
27 720626857 7
27 -886350134 10
27 -1444396424 20
27 2136751431 8
27 -437537693 10
27 -13731323 5
27 -1603504293 5
27 1101076856 2
27 783045072 3
27 -1813642449 20
27 -457526800 2
27 -1353331388 4
27 -1248903535 4
27 -1862754629 4
27 -1144645109 12
27 582729248 20
27 541855422 2
27 -1525662881 20
27 1109066969 3
27 482687433 2
27 -595744960 20
27 816918121 24
27 1080275221 4
27 1476731749 20
27 1931118343 8
26 -1499747556 26
26 -194437395 14
26 1769434877 20
26 -1094270879 2
26 -2006106065 4
26 -2014974871 24
26 -1859176499 4
26 1277710464 5
26 -543196104 2
26 268200342 15
26 1597461969 12
26 1867164057 14
26 -1397575913 14
26 -1868597608 24
26 -837465238 20
26 -1995605480 14
26 1207264352 24
26 -1570995805 26
26 719907433 18
26 -2106202098 12
26 1607995948 26
26 -329300664 20
26 1876803470 20
26 -362734305 20
26 425797001 20
26 1921783631 8
26 3504581 2
26 1587026079 2
26 690655290 2
26 599195235 20
26 2078528581 10
26 -1314781213 20
26 -329327108 6
26 377493193 18
26 -1879448915 20
26 -965727004 20
26 -1551274066 4
26 1417556718 4
26 1567467868 2
26 -1845546888 2
26 1964827476 10
26 96892719 2
26 1444034961 2
26 53664501 6
26 187775358 4
26 1035512078 24
26 -1236712282 10
26 1422879374 20
26 1747478550 22
26 1044233617 4
26 1800178110 7
26 -564060617 4
26 1358307257 2
26 1165238663 20
26 -1752585279 4
26 828377014 8
26 -1086954036 4
26 1593417171 4
26 225612874 5
26 -2118934434 20
26 1938671541 6
26 602110453 16
26 -1150596147 4
26 1691566502 2
26 1310219349 6
26 871942264 2
26 -745315039 2
26 1443989109 14
26 1604197548 10
26 462662061 16
26 1881711399 4
26 933870500 20
26 -888071327 2
26 751129378 2
26 -902350729 8
26 432619100 24
26 2022630665 20
26 -1237936937 2
26 1928195764 12
26 852677129 2
26 1086430834 6
26 1130584765 4
26 -2016593921 14
26 19589885 4
26 -965863686 4
26 -754974531 2
26 -1237297348 2
26 280459051 2
26 -1355529769 4
26 848243803 20
26 748323497 2
26 1551886833 2
26 -813212772 4
26 1283666489 2
26 817698830 6
26 1709653969 20
26 -660182796 4
26 1857652244 4
26 -56304212 2
26 312743980 2
26 -1067287745 2
26 3099713 2
26 -421442786 26
26 1483282831 20
26 381177447 20
26 2097465812 8
25 -1743474984 9
25 1600831443 19
25 -1381732290 23
25 713568810 21
25 -671319611 17
25 1470475496 7
25 437615302 8
25 -1870780461 20
25 666482555 4
25 51525271 5
25 1822688746 4
25 696710526 3
25 -1701736661 12
25 -935894245 8
25 -1152788324 2
25 154262155 10
25 487060830 8
25 2053358171 11
25 1063582340 3
25 1852033919 9
25 -566033979 15
25 795958901 5
25 1736579804 3
25 -1306324364 2
25 477041134 5
25 914541336 2
25 -1827478275 5
25 -36071516 20
25 1106967157 3
25 -1163484148 2
25 -848163154 6
25 -532297281 5
25 1999011666 2
25 876526734 2
25 -1316216609 13
25 -1004950854 8
25 2113631537 6
25 1873869149 4
25 -316949044 20
25 -835528982 2
25 1648442390 10
25 129428007 18
25 421563267 6
25 -1029307714 8
25 1671329733 2
25 798193387 2
25 -72109653 2
25 577949313 4
25 1319220596 20
25 -122589063 10
25 -1293897829 2
25 -338739107 2
25 -1357412749 15
25 1815952873 4
25 -993007925 2
25 -814449251 4
24 1529620253 12
24 544329411 20
24 -1722196396 8
24 2093402902 18
24 143858838 4
24 -371169617 18
24 -1431607250 17
24 1630996073 10
24 686114703 16
24 1262137826 16
24 -635130061 24
24 320986350 12
24 92411071 14
24 -1210191369 20
24 1712410776 20
24 458548829 2
24 -1787870667 6
