error rates: 246
11 616858109 19
11 1634467260 3
11 332267572 10
11 585902391 4
11 1626719937 7
11 1319220596 20
11 -1042331411 16
11 505195873 4
11 -1718600919 2
11 -1072394039 9
11 -1706884791 4
11 133926026 20
11 -2114547354 2
11 -1504292200 2
11 -2114354328 8
11 932979572 2
10 -99923586 14
10 1120044365 20
10 1014597725 2
10 -1547732964 35
10 1962649603 6
10 -640843427 10
10 1608857319 18
10 1894411067 4
10 -909992196 8
10 -777994701 6
10 -403738593 10
10 -1583852541 4
10 853130228 12
10 -601897747 6
10 -1948361637 8
10 1148404148 12
10 1567354370 5
10 262138578 2
10 573280295 4
10 672040091 10
10 1565571980 6
10 -1792097681 10
10 1984937485 8
10 931488688 10
10 483546994 4
10 1581204343 10
10 -1129029956 6
10 -70506260 13
10 303215847 14
10 1964827476 10
10 863490454 9
10 -2026508356 2
10 1886952348 10
10 -1449257911 4
10 221262548 8
10 -1966663887 14
10 -1777041195 6
10 1668748254 156
10 265822607 30
10 -430186593 2
10 1581537142 3
10 1456083799 2
10 1315217755 20
10 130703031 8
10 -684260067 4
10 -414147848 12
10 83265163 6
10 1885950578 3
10 128640386 12
10 1395563223 10
10 189384909 8
10 1304843450 2
10 1551753252 12
10 -868295822 4
10 -1479593462 2
10 -2059928987 6
10 1576757323 8
10 142904453 2
10 -356123750 12
10 212909827 2
10 -476542894 6
10 -1778740501 10
10 1476406525 4
10 -1932757477 10
10 530064269 12
10 -1579539592 2
10 -778883755 12
10 -36999331 2
10 712183357 12
10 55776838 20
10 566001564 10
10 2100149263 2
10 1520600645 16
10 -1419624142 24
10 -181326814 5
10 1428187208 264
10 1677846444 2
10 766641052 5
10 -1901281363 2
10 -1206253702 2
10 682401601 14
10 -1601076612 6
10 -27274815 6
10 1508666765 10
10 -411263499 4
10 1798174162 2
10 -1290251118 10
10 -2037744669 6
10 937988307 9
10 -1936140722 16
10 -859384011 2
10 -1120128767 4
10 2093373793 6
10 -1897053119 2
10 352476546 2
10 503424588 2
10 -528721967 2
10 1527245712 4
10 -1064425596 2
10 2036391805 2
10 -1388144374 6
9 -591605991 5
9 838910122 18
9 1702395110 9
9 -1878283116 8
9 -611870957 2
9 -1727869134 9
9 -731273586 9
9 -688648757 5
9 1997437887 39
9 -1980415169 7
9 -893176617 2
9 -955161720 15
9 898981634 3
9 -1312764812 16
9 -2034677559 5
9 508480668 23
9 948873540 11
9 -1692283515 8
9 -329327108 6
9 1277220855 7
9 -2043385140 9
9 -676060053 3
9 1896739015 6
9 891632935 4
9 -684617772 9
9 1306532793 9
9 158464612 4
9 -1576753830 45
9 -188480837 4
9 467317766 2
9 -1143215407 5
9 1800178110 7
9 -277806545 15
9 1999173268 4
9 1691566502 2
9 425504840 2
9 -210196199 2
9 -1851792149 12
9 2042404123 15
9 1687081584 10
9 -549169412 8
9 1137201023 13
9 -811296274 9
9 -1377713111 4
9 744515013 12
9 -1236104673 20
9 462460796 4
9 -1161159311 20
9 1891156930 9
9 875548348 12
9 2015290109 2
9 -1018165623 4
9 -861063251 4
9 21310572 8
9 162327358 36
9 1414299277 4
8 -355396734 4
8 -194437395 14
8 -115377717 4
8 618684741 22
8 848337989 4
8 -1639424566 33
8 -1643116619 8
8 -632478714 6
8 1161228894 8
8 1703421525 96
8 1158101531 10
8 1973087233 14
8 -314269285 4
8 590406188 2
8 -837371939 8
8 -310328596 3
8 979281824 8
8 922948237 16
8 154084076 8
8 154262155 10
8 265392828 4
8 1130640820 6
8 -229737596 8
8 -137184833 2
8 -1476091634 4
8 -1599239884 5
8 432580577 20
8 300163789 20
8 -2127001787 2
8 921871899 8
8 1947076921 2
8 1028279860 8
8 545202081 6
8 -454197148 2
8 -1843065501 8
8 1451082763 2
8 1401375311 4
8 388071080 4
8 -40815165 8
8 -1159521159 2
8 -1018428079 8
8 1625297503 6
8 -109590926 2
8 -634313718 2
8 -1312188699 2
8 648495164 2
8 1771086440 8
8 -2136871203 10
8 -44888502 2
8 -1590007288 4
8 1932387734 2
8 -1151548862 2
8 1781191377 6
8 -616335389 8
8 828377014 8
8 1150644059 8
8 2111733431 2
8 1649486580 4
8 2004752819 10
8 -348133187 8
8 -884444085 8
8 626602173 8
8 -1991134676 8
8 572853559 4
8 1764939068 2
8 -867024728 8
8 2063815572 8
8 559256201 10
8 -1757734633 12
8 2120980806 8
8 272164163 12
8 1915750114 8
8 692988463 8
8 -1805923967 8
8 237610036 6
8 -135813133 6
8 -135955655 2
8 -1696413368 6
8 713908721 10
8 1015563324 4
8 487377342 12
8 1709443992 4
8 2135098477 2
8 -2011704342 12
8 -1361577662 6
8 818626943 2
8 438802100 8
8 342664120 2
8 -1374366479 6
8 -1062593094 4
8 -221264918 10
8 1640949001 8
8 -1213776791 6
7 -1414429201 10
7 -45860403 7
7 -1972820326 23
7 1744448909 7
7 -1569610021 7
7 366191544 2
7 2048950655 7
7 -1884284933 14
7 -729358588 7
7 1697459152 10
7 742000704 5
7 1360521489 7
7 -1130181739 11
7 -1012725414 7
7 632765152 21
7 -683233107 9
7 -648869680 2
7 617619878 7
7 390236063 110
7 1856150753 4
7 -1116828341 7
7 988339872 4
7 807512397 9
7 1692779456 12
7 -1323300617 2
7 265102928 2
7 992123015 3
7 513734241 4
7 1067102207 2
7 -1756036896 5
7 -1523351833 3
7 -287734537 7
7 2126550164 5
7 -915930837 4
7 151250176 3
7 1781320248 4
7 -428443462 2
7 724585542 3
7 835791873 7
7 557187011 3
7 1023186572 2
7 1838643382 5
7 1575962154 12
7 224340737 7
7 2098603932 7
7 -136641986 15
7 741786963 4
7 -118929509 2
7 1849246424 2
7 -1298810869 2
7 -1926818787 4
7 -1001274877 2
7 1612276851 6
7 1059109176 4
7 -1568905856 7
7 256685626 2
7 1604197548 10
7 -205314069 2
7 -1213782625 2
7 -1426483881 5
7 450713720 16
7 1665820110 4
7 459767968 2
7 -1825417372 2
7 -1211503661 9
7 -320217702 3
7 231166600 6
7 1878507256 2
7 2083979128 2
7 -1980591214 10
7 -2140872934 15
7 -58489716 36
7 437299109 4
7 550198720 4
7 634922184 3
7 -1355764272 2
7 -1550681241 8
7 1898893311 4
7 1803601790 4
7 236618489 70
7 1080275221 4
7 -1311426661 20
7 1510816848 2
6 -1371172981 6
6 -966292001 2
6 1472423067 8
6 1938140189 6
6 -621116964 6
6 -1920613793 24
6 2101505166 6
6 130636646 4
6 542405438 6
6 1190524858 16
6 939249553 8
6 -766123498 497
6 -869588975 6
6 106883483 4
6 -1665889823 2
6 1971166431 6
6 1845871576 6
6 1554429835 12
6 366878379 6
6 1723499726 6
6 -868911824 6
6 -644843195 6
6 -432754723 6
6 1713678893 6
6 -1799291946 10
6 472118464 6
6 348765239 3
6 -1389677994 4
6 1214999118 6
6 1635059662 8
6 928060004 8
6 -1450375418 8
6 1847003817 4
6 -2106461273 2
6 2092794098 6
6 350368093 16
6 -1791811936 6
6 1000467753 2
6 -1081775962 6
6 -1334169903 2
6 -1109562519 4
6 767399555 8
6 651200413 20
6 1416221728 4
6 1029339939 6
6 -735195777 2
6 1605601425 2
6 369204936 2
6 1241582249 2
6 -832698433 2
6 892832444 6
6 -1386967634 4
6 -541672373 2
6 -537997087 5
6 -1313099330 8
6 880763953 6
6 -356334437 2
6 1846173805 14
6 1744399099 6
6 -1064798107 15
6 -1086785555 8
6 2038770752 3
6 -1350677533 4
6 -2026707526 4
6 2054059195 2
6 -925985077 6
6 -1879784111 9
6 -835528982 2
6 750382972 3
6 -675140125 2
6 -781676750 8
6 733507346 2
6 601284900 16
6 -1602729981 4
6 -1394059715 2
6 -1632270682 26
6 -591043517 4
6 1341602469 2
6 -400920361 2
6 577949313 4
6 1426370637 8
6 1445299097 2
6 -509287986 12
6 211752960 4
6 -1302537890 8
6 1603994076 2
6 -175832453 8
6 -1473828489 2
6 -295061895 20
6 725064399 8
6 1994077209 2
6 1231032225 4
6 -750501137 4
6 1149831875 20
6 1335840678 6
6 2068470396 2
6 -1278179405 14
6 -567292661 2
6 1079157615 4
6 1362931260 8
6 -1594036858 2
5 180700 5
5 -2107511689 656
5 -147527279 9
5 -640610875 23
5 -1882717905 4
5 -915586750 2
5 -1582057301 20
5 -2010761564 88
5 1137442537 7
5 863926319 5
5 -1115013750 8
5 -1297165962 5
5 1582971329 5
5 1465398207 4
5 -111362471 5
5 152184670 8
5 -364773702 9
5 176401624 7
5 -912510894 7
5 1690993379 5
5 1242216265 5
5 1453075782 5
5 1085094944 2
5 -115984309 9
5 -1745915739 7
5 -1825119112 3
5 -350753387 7
5 -18746295 3
5 -1817052118 42
5 -1694326697 23
5 -907338729 6
5 -358515864 5
5 477085364 6
5 1072274543 6
5 -127328253 5
5 760647858 3
5 379850125 9
5 -455972588 5
5 -972697895 102
5 1806096696 5
5 1340828719 6
5 -207298582 5
5 -1134144478 5
5 751923117 4
5 1633714820 4
5 -668999298 8
5 1935300676 10
5 1694709840 2
5 -1442043532 18
5 609575834 2
5 -285448477 2
5 1598883796 22
5 -1524428657 2
5 1260265050 2
5 -610000527 2
5 -1976976492 4
5 830850973 10
4 -206684695 45
4 -304056302 8
4 916513751 6
4 -1974828662 4
4 1282744644 4
4 1280991630 9
4 -1538952549 4
4 -479788041 4
4 -377522197 4
4 -1816683187 4
4 1472901582 10
4 929186653 42
4 -1089667307 18
4 2111314669 2
4 -2112707373 10
4 -1862560135 4
4 1946626175 4
4 -1612675710 3
4 194807240 2
4 488571953 4
4 409374450 4
4 823251951 28
4 1501233367 25
4 1587026079 2
4 906610883 4
4 -1813272384 6
4 405528514 4
4 975460036 9
4 -1614055302 4
4 -1628093252 2
4 -1982543331 4
4 -392470902 4
4 624365370 4
4 -195241408 4
4 -1112237764 8
4 2124685663 4
4 1883640229 4
4 1936180816 6
4 843226074 8
4 1736579804 3
4 583979069 4
4 -426283648 4
4 -797316164 5
4 365776499 6
4 1567220333 4
4 -1315242537 4
4 215491156 6
4 971218823 1402
4 591237103 2
4 -712283638 2
4 2115629335 7
4 1234609779 4
4 -991953121 4
4 208792207 2
4 -1587337528 4
4 -415760072 2
4 171326359 4
4 -90761243 2
4 276357695 2
4 -1587348353 130
4 -841764636 4
4 -848163154 6
4 274597159 4
4 -1460838624 2
4 1583242101 4
4 -540539040 4
4 -455812734 4
4 -1025510884 2
4 831733644 4
4 1487062627 4
4 -1294079076 5
4 -1609223832 2
4 1034282787 4
4 -10467918 2
4 1586864042 4
4 23667824 4
4 1134774179 4
4 -1065748444 2
4 1246540855 6
4 553744309 4
4 -652257891 4
4 -1871464611 2
4 -231481297 4
4 -1690178847 2
4 1445610201 20
4 742574909 2
4 1907436650 4
4 1592109460 4
4 2028052960 2
4 253566618 4
4 1091006773 4
4 1233331034 15
4 -1248903535 4
4 389679911 4
4 1977445342 4
4 -1486804280 12
4 -709536135 4
4 -1045852167 4
4 -1832477145 4
4 475561951 4
4 404169533 16
4 879505178 4
4 -450005104 2
4 1587765598 4
4 618599351 20
4 916733362 2
4 -1510944524 4
4 -27643628 8
4 701376906 26
4 -808347357 4
4 -992983442 2
4 -1237297348 2
4 993576460 6
4 -1727489602 2
4 988955570 138
4 780988239 2
4 1032835031 2
4 -1962861513 4
4 517532961 4
4 30323405 4
4 1457580534 2
4 -1118019450 2
4 -804020170 10
4 2026911661 4
4 -1341935547 4
4 1852974723 4
4 -190441935 6
4 -2110167836 2
4 -1759368259 8
4 -1280280323 4
4 1600307447 2
4 -311965048 2
4 -678750585 6
4 -1745863823 2
4 -2110098263 2
4 1846907995 12
4 -1733012046 4
4 -1151648367 4
3 -1244356704 101
3 388779109 8
3 -1491373504 15
3 61039356 12
3 1898421678 3
3 -1357086134 28
3 -1693477194 2
3 -117939456 3
3 -411955393 4
3 -838302050 19
3 -1496179721 22
3 -499301228 10
3 354186323 3
3 2066718985 10
3 521065029 9
3 -1864805075 16
3 -2128762734 3
3 -1516259702 3
3 514726771 3
3 -776610847 3
3 -1073828832 3
3 1355850525 7
3 1083900181 9
3 -1445233041 3
3 409207874 5
3 478325399 3
3 616867363 6
3 271295420 3
3 -894063128 3
3 615066037 2
3 -1955847879 2
3 -1438046069 4
3 1232010674 5
3 1271141481 18
3 -673224329 10
3 -1775081004 3
3 1783944088 3
3 1966084590 6
3 -970864826 2
3 -187225408 2
3 783045072 3
3 1439001476 2
3 987558330 3
3 -567213416 10
3 1392018432 3
3 310224295 6
3 -271384039 20
3 1970510118 2
3 -1299446356 3
3 -2032164897 4
3 -414799550 2
3 -1175225202 3
3 -2043517440 20
3 -1129667647 4
2 2063392988 8
2 -172187072 2
2 -1098675897 2
2 -470141487 10
2 2131134982 16
2 -1740139873 6
2 1824326316 4
2 -1960209257 2
2 -2051689018 4
2 219562367 4
2 335990554 2
2 2138300227 2
2 856106626 2
2 -1343605966 16
2 -1550314557 11
2 1334509951 2
2 1842710954 4
2 -1665664124 2
2 510257858 3
2 -1007651400 2
2 -913122534 2
2 -204257249 6
2 813236318 24
2 1150202958 4
2 -110684835 4
2 -639609825 4
2 -742238724 6
2 690655290 2
2 -1507792814 2
2 550270130 8
2 -268849251 6
2 1164748928 2
2 1303084719 2
2 836968148 2
2 129407632 2
2 -269410294 2
2 -1255644484 6
2 -1877754753 2
2 225428478 2
2 -1997777995 2
2 -22626532 2
2 1535581106 2
2 -661606418 8
2 874566969 2
2 -712998985 2
2 788338497 8
2 -1767094996 2
2 -712080882 2
2 980817912 4
2 -1921087837 2
2 1600492627 2
2 -511726718 2
2 2128575376 4
2 1562475765 4
2 -496305184 2
2 -992107888 6
2 421723562 4
2 1231274349 2
2 -1195109348 2
2 -1072633160 2
2 1170838773 6
2 1875199947 6
2 -1693336555 6
2 -707635459 2
2 1332288586 4
2 -193402530 2
2 -2086372750 2
2 -1385897167 7
2 -2073893821 8
2 -431188081 4
2 1807906099 4
2 622021958 2
2 1577225080 16
2 -449895814 6
2 -1301285265 4
2 456161434 8
2 323516818 2
2 -763426386 8
2 1665112229 2
2 441518087 2
2 -1529495205 4
2 146010100 2
2 -1990992088 2
2 -1794948927 4
2 -1277930274 3
2 1884565911 2
2 249623500 2
2 -77208224 796
2 1893831394 4
2 -1632250712 4
2 274961822 4
2 556133520 8
2 -984612729 2
2 -1598374350 2
2 1022523223 2
2 1966151869 2
2 -298584681 2
2 -2140571776 2
2 -2137167178 2
2 -143316700 2
2 1448157274 2
2 -1200432556 2
2 -90732697 6
2 444843017 2
2 663800417 2
2 747605529 2
2 2058008263 2
2 1722214810 2
2 -1746411039 2
2 -2105193313 6
2 1888188479 2
2 20439283 2
2 1610764302 2
2 -854584795 2
2 -1059028969 2
2 -421577139 2
2 -1456952108 2
2 531572616 2
2 -1766490334 6
2 580342503 2
2 -358443464 2
2 1680931008 2
2 -1176070348 2
2 399731773 2
2 1424766290 4
2 403605294 2
2 1671329733 2
2 -703415993 2
2 798193387 2
2 1500376281 2
2 1037361688 4
2 -1858884120 2
2 -559198104 2
2 -1186370850 2
2 833025558 2
2 370850101 48
2 -1600969336 2
2 -945258115 2
2 950640471 2
2 -1157643631 2
2 324021248 2
2 63801789 2
2 280796761 6
2 299079829 2
2 -996373247 2
2 -1586551608 4
2 49882081 2
2 -443589551 2
2 -2017904205 2
2 80362226 2
2 -992233933 8
2 837352310 4
2 32476161 6
2 2128023420 6
2 1734849847 2
2 -365378337 2
2 541855422 2
2 1391155449 4
2 -2062291607 2
2 -1696261167 2
2 -1372688647 4
2 -15670833 2
2 519215427 2
2 -1631643164 2
2 1318710541 2
2 1318542145 4
2 -1222854512 2
2 761404505 2
2 979959818 110
2 1283666489 2
2 497948710 2
2 1740062987 2
2 -459133433 2
2 428944046 6
2 -1713150101 2
2 72850934 2
2 1098570700 30
2 931615056 4
2 1672502748 4
2 545191814 2
2 1279960438 2
2 2106009798 2
2 646679894 2
1 -756390261 3
1 1072325209 2
1 -847821473 17
1 2067115261 3
1 1317985002 11
1 -1838468553 3
1 526970203 9
1 2034238966 7
1 1129617455 19
1 91698653 2
1 -1004714221 7
1 140922935 8
1 1066209820 64
1 1410826212 10
1 -1674264141 15
1 165315359 6
1 -1992781865 9
1 1894318984 2
1 -1330684133 3
1 -604143627 5
1 -1680104761 2
1 -1530955113 9
1 1190967114 10
1 -758818807 9
1 1187227916 7
1 -70816649 5
1 -1732995540 8
1 -1037471245 8
1 869272997 2
1 908839636 9
1 1277541721 9
1 16123994 2
1 809508211 2
1 1928195764 12
1 219114198 7
1 2125618800 4
1 -1378401013 4
1 307318907 3
1 -1834162748 4
1 1239731188 6
1 2067829590 2
1 2030424879 2
1 -1615932920 3
1 603411842 10
1 -1064552691 4
0 1870002377 5
0 78614224 2
0 1975440804 10
0 -2025171308 2
0 166052369 2
0 -1864903117 14
0 922036885 2
0 -1452282899 4
0 78884487 4
0 -803880400 6
0 -736457362 10
0 1300694188 6
0 510114957 10
0 1642794074 8
0 -1569067624 7
0 1614210884 2
0 -1093024673 7
0 -2113337664 2
0 -1419317136 2
0 -1464396513 6
0 1015160286 10
0 1499848211 6
0 1808515353 4
0 398402812 46
0 -1223708824 2
0 1780028633 2
0 -1589329341 4
0 -455564637 3
0 -175244797 20
0 -389569513 5
0 -242471528 4
0 1807157084 6
0 1992630281 2
0 870444254 2
0 1444034961 2
0 -1096695444 3
0 803361424 2
0 -2008476171 4
0 -989443601 4
0 379530559 2
0 -1827478275 5
0 -523696112 104
0 298191577 2
0 381229048 2
0 717534630 2
0 1358307257 2
0 1184882821 22
0 -1689631497 2
0 -610716695 2
0 -472144630 2
0 686148736 5
0 -213689537 2
0 1101076856 2
0 1628051374 8
0 -160998785 2
0 -2141759966 2
0 -457526800 2
0 -1517094444 2
0 1922186905 10
0 -1858810257 2
0 -962147764 2
0 -799632354 2
0 1221360115 2
0 665098331 6
0 -1727430204 2
0 575110301 2
0 852677129 2
0 749639702 2
0 -833926145 2
0 -1095745239 2
0 1029000943 4
0 505950653 2
0 -1146069949 2
0 -1520932388 4
0 448620601 2
0 -2065224262 2
0 -10967689 2
0 2018029778 2
0 -1354060898 2
0 165471900 100
0 1250991242 2
0 -869002157 2
0 -306148738 2
0 -1728015823 2
0 -946416751 2
0 241750994 2
0 -1455925313 4
0 1350637816 2
0 -1860322033 10
0 775680513 2
0 -74844062 2
0 -56304212 2
0 726139520 20
0 -993007925 2
0 -992179253 2
0 1428077016 2
0 -482068777 2
0 -1854411121 4
0 -444714386 10
0 2068574983 2
-1 -139909024 4
-1 -1607257763 14
-1 119117461 21
-1 1505835663 4
-1 1742926932 2
-1 -935121764 6
-1 -1275057334 2
-1 -1878646189 6
-1 -1053269083 5
-1 -76281238 8
-1 -705584740 5
-1 288130051 4
-1 1213801264 2
-1 877034875 5
-1 -230545709 4
-1 523550549 8
-1 -2035901847 2
-1 2065177461 2
-1 1364841707 12
-1 719110786 6
-1 1581119581 4
-1 -1059958999 5
-1 -722809831 7
-1 1532846333 5
-1 -2086920600 5
-1 -1640318638 8
-1 -318623953 5
-1 1205799025 4
-1 2100266918 4
-1 -1266990465 10
-1 -61147982 9
-1 940075364 44
-1 -509692765 2
-1 -754974531 2
-1 945026268 2
-1 -1949897127 20
-1 1247260821 10
-1 1343293 8
-1 891789865 4
-1 -328844330 2
-1 -925006427 8
-1 -1880200781 3
-1 1976574603 2
-1 829646129 86
-1 123545313 2
-1 638562869 2
-1 139486605 2
-2 -1945117696 4
-2 1831974858 43
-2 872356746 14
-2 -2121954746 15
-2 550351214 2
-2 -267817824 16
-2 51525271 5
-2 -10550407 9
-2 1525009640 9
-2 -1672067893 8
-2 2106294420 4
-2 -1599586130 3
-2 550123674 2
-2 1632336143 4
-2 -1615755681 7
-2 1686057155 97
-2 2071262286 14
-2 -531546088 2
-2 -448192957 2
-2 1643967120 2
-2 -597457007 2
-2 -1910695311 2
-2 -1903279717 2
-2 -1306324364 2
-2 21963962 3
-2 1213535917 9
-2 -876013417 13
-2 -44741342 2
-2 -1825908255 9
-2 -518146801 2
-2 -26043173 2
-2 -718906761 2
-2 -1354051309 32
-2 -1632218044 4
-2 -195654446 2
-2 1290910801 4
-2 1593417171 4
-2 973229635 8
-2 1279378435 6
-2 2085500024 10
-2 1139343413 6
-2 1851957869 4
-2 1749977180 4
-2 203923104 2
-2 1606517407 2
-2 -1926752555 2
-2 1140896437 2
-2 -448560406 4
-2 806475282 4
-2 -55504971 2
-2 328471210 542
-2 679379819 2
-2 -566512055 2
-2 -2036301806 112
-2 1484396537 2
-2 1031125826 8
-2 -2046120166 2
-2 618838801 2
-2 -1761681310 4
-2 17439430 4
-2 391940669 20
-2 74246574 2
-2 -422803483 2
-2 -2052872918 4
-2 -1035973640 2
-2 -1235191110 106
-2 195898185 2
-2 -394878336 6
-2 818185305 2
-3 1434758644 9
-3 831714900 2
-3 287120581 3
-3 1435425191 4
-3 762486852 9
-3 1041375684 7
-3 -1982521677 14
-3 -719757165 5
-3 -769161747 2
-3 796623561 12
-3 1772841557 20
-3 2121425458 12
-3 1199843281 4
-3 -1485713546 8
-3 1188043903 6
-3 -1599980128 3
-3 1842810005 20
-3 1643175563 8
-3 832774464 12
-3 -1867031221 15
-3 735160647 2
-3 1609627643 2
-3 -874601741 4
-3 1583365348 2
-3 -117356214 2
-3 -554649251 20
-3 -1255809462 8
-3 1110308058 25
-3 5594268 20
-3 -1123102530 2
-3 455563218 374
-4 -399601041 16
-4 716868837 2
-4 -10198986 9
-4 917109332 4
-4 939516895 2
-4 -1188264693 131
-4 431362135 6
-4 -826814733 15
-4 83053434 2
-4 691498648 8
-4 -1656548232 10
-4 -344712854 5
-4 -577059565 2
-4 -113279021 54
-4 1885829612 4
-4 111584500 2
-4 -398001568 4
-4 -692145885 2
-4 -271156723 2
-4 -662747042 20
-4 -1375709416 2
-4 354118247 4
-4 521673186 6
-4 373607867 16
-4 1488426070 2
-4 347053142 6
-4 -1370054702 8
-4 1999011666 2
-4 -40449866 10
-4 -52719375 3
-4 1396845418 2
-4 140108514 8
-4 -1972685743 2
-4 -1754393259 4
-4 -1181971090 44
-4 -995171669 12
-4 -172766463 12
-4 589317899 8
-4 447362163 4
-4 -122763327 17
-4 -785753914 2
-4 1521076708 4
-4 971956478 8
-4 1982152351 20
-4 -1501801210 4
-4 366235748 4
-4 1738271862 2
-4 1733326761 2
-5 1131720913 2
-5 1264368529 4
-5 -225500006 6
-5 -791799842 2
-5 471325715 2
-5 2058666817 20
-5 -764373028 6
-5 992039853 20
-5 1484206313 2
-5 849127502 4
-5 -1494126718 3
-5 -37156853 8
-5 -1309340423 3
-5 2092799817 386
-5 1202792760 92
-5 2023873230 3
-5 1508021193 14
-5 -1046366433 4
-5 1483994513 8
-5 -1708260898 4
-5 -1926564628 4
-5 -833259070 2
-5 -1624046943 2
-5 2067510923 4
-5 -792194444 4
-6 146053731 9
-6 151547771 6
-6 -1911975394 13
-6 3504581 2
-6 1619616966 2
-6 -790348037 10
-6 -18636329 6
-6 401302791 14
-6 -1049374107 4
-6 -1250673263 2
-6 1342145243 2
-6 1719712132 10
-6 -1877138926 6
-6 -2108866413 10
-6 239599593 4
-6 896945341 6
-6 1998450086 4
-6 -161072839 2
-6 1600794007 10
-6 1707318069 6
-6 -1330993663 2
-6 -1168538195 8
-6 -1874733011 2
-6 -529883473 2
-6 1226522926 2
-6 1349909843 8
-6 1241778496 2
-6 -176073635 20
-6 -1269510292 10
-6 -1741410742 2
-6 -830240883 2
-6 -153213029 2
-6 1450663450 14
-6 1280122348 20
-6 -58932361 2
-6 516346146 12
-6 591609949 10
-6 -360825536 2
-6 976155934 2
-6 -1195704653 4
-6 149049179 2
-6 85499765 8
-6 336971854 2
-6 -263509887 2
-7 1457765749 2
-7 -658734652 9
-7 -1804387249 8
-7 -1116138008 7
-7 1026840280 2
-7 1071008085 20
-7 -1657713593 2
-7 -123303444 15
-7 5836981 2
-7 -868974803 2
-7 -1828391220 3
-7 1256208857 8
-7 646178125 2
-7 299712350 4
-7 -2072318790 5
-7 -784246708 13
-7 1058217637 11
-7 1062020525 4
-7 1297806832 6
-7 -797785053 6
-7 -1857679102 5
-7 -1470172121 12
-7 -1822795368 8
-7 -1686668502 13
-7 468851254 18
-7 1846978306 8
-7 -1087897409 12
-7 -468390104 8
-7 19589885 4
-7 478371007 3
-7 -391597056 2
-7 -1925007969 2
-7 -1411704900 8
-7 361969840 2
-7 -27232214 2
-8 1179576910 5
-8 1669346014 16
-8 -1701540352 16
-8 1246836395 2
-8 -12016153 12
-8 -1961112187 6
-8 144665290 2
-8 1293056030 2
-8 -666148248 2
-8 -400962405 4
-8 -1570055317 20
-8 -878497977 12
-8 623493694 6
-8 827616882 4
-8 1504263163 2
-8 1969176099 6
-8 -637743465 2
-8 -164065341 88
-8 -1774981949 2
-8 952976121 2
-8 -1653208277 2
-8 1595302820 2
-8 -1841144676 144
-8 1951340933 8
-8 1729398313 2
-8 673961662 2
-8 1915865284 2
-8 -1757242894 6
-8 1447236377 2
-8 1069615724 2
-8 -1582039679 2
-8 1925171133 682
-9 1427118604 4
-9 -821433264 2
-9 465826784 5
-9 -334104376 9
-9 429844439 4
-9 -1978962844 6
-9 -1225136100 8
-9 1730528492 4
-9 2053358171 11
-9 -1672802574 2
-9 757264721 4
-9 725609510 17
-9 1438724569 2
-9 -252218880 4
-9 -1096771076 2
-9 -1752585279 4
-9 918032324 3
-9 -1995846348 2
-9 1590837422 2
-9 748323497 2
-9 -727022567 2
-9 -844066391 2
-9 1169282184 2
-9 938531783 2
-9 381177447 20
-9 -960801528 4
-10 -880887719 8
-10 1646416605 13
-10 -1453772363 3
-10 -2054057687 6
-10 -446548469 6
-10 1160151 4
-10 1395445043 2
-10 -525857964 2
-10 187775358 4
-10 -1737356600 232
-10 940557591 276
-10 -472049833 122
-10 -2001215524 5
-10 -1117932888 2
-10 -485516623 14
-10 -870332730 4
-10 -1878531749 2
-10 -276760980 4
-10 -1995008470 6
-10 1693176378 12
-10 414844145 2
-10 -1753913165 6
-10 1243148653 2
-10 -1148310865 16
-10 762674750 2
-10 -2018048350 2
-10 1070804677 8
-10 1016708777 2
-10 -1388037506 10
-10 -54983023 2
-10 1628593566 20
-10 -1535016111 24
-10 -1341575699 2
-10 817698830 6
-10 -3172037 2
-10 256361783 2
-11 463626329 113
-11 1384532232 7
-11 -1047428161 11
-11 335271926 2
-11 -1481352339 27
-11 1981539212 9
-11 1852033919 9
-11 -1356473425 4
-11 2046669850 9
-11 -590684396 5
-11 -632049693 8
-11 110972152 2
-11 -1281219836 9
-11 1220824936 2
-11 -1924760178 3
-11 1192005527 2
-11 -175754874 2
-11 1411761648 6
-11 -1862754629 4
-11 -1050328975 20
-11 -511354933 16
-11 -1832128547 6
-11 -393670495 4
-11 -908775244 2
-11 -1566127334 4
-11 535351760 4
-11 -1500878846 4
-11 -1154549714 2
-11 1592203219 2
-11 -1213175446 3
-11 843488588 3
-11 -58851858 8
-12 23756956 8
-12 -1991086352 3
-12 902656092 2
-12 1566144241 8
-12 508607076 2
-12 -455563038 4
-12 -1499454514 4
-12 1485207546 2
-12 -420142870 2
-12 1679087029 2
-12 -1167424401 2
-12 -39789451 12
-12 734186101 5
-12 1567467868 2
-12 -1863601533 8
-12 617560657 2
-12 9547123 6
-12 1470671837 6
-12 175011765 4
-12 2006154049 8
-12 -1514693029 8
-12 1572927038 6
-12 336216060 2
-12 -1972251285 10
-12 1948865919 4
-12 -1484703338 2
-12 968990430 2
-12 -643287785 2
-12 1267404320 2
-12 -1065396785 20
-12 -244074082 4
-12 -1450736181 2
-12 2120825285 2
-12 -1706136007 8
-13 2121475702 13
-13 698609771 2
-13 -1393937496 25
-13 457652143 7
-13 -1061221218 9
-13 105809393 13
-13 -390814290 4
-13 -16297946 7
-13 -1188317823 2
-13 -1706074323 2
-13 501911653 3
-13 319798482 2
-13 499854569 8
